%OpenBCI Raw EEG Data
%Sample Rate = 250.0 Hz
%First Column = SampleIndex
%Other Columns = EEG data in microvolts followed by Accel Data (in G) interleaved with Aux Data
0, -161681.41, -155337.38, -154350.80, -154402.53, -161860.52, -154627.89, -161938.56, -38037.66, 0.01, -0.01, 0.52, 1486241650048
1, -161680.95, -155317.47, -154352.63, -154408.73, -161860.95, -154661.13, -161938.19, -38033.01, 0.00, 0.00, 0.00, 1486241650052
2, -161681.70, -155286.97, -154352.73, -154419.55, -161862.14, -154687.97, -161938.92, -38017.61, 0.00, 0.00, 0.00, 1486241650056
3, -161680.27, -155266.34, -154351.11, -154414.52, -161859.33, -154637.86, -161937.63, -38012.63, 0.00, 0.00, 0.00, 1486241650061
4, -161678.23, -155259.56, -154346.88, -154402.14, -161856.63, -154599.17, -161935.66, -38021.63, 0.00, 0.00, 0.00, 1486241650064
5, -161676.73, -155243.55, -154346.44, -154407.45, -161856.31, -154641.55, -161934.06, -38023.85, 0.00, 0.00, 0.00, 1486241650066
6, -161676.00, -155212.14, -154349.20, -154417.22, -161856.67, -154689.25, -161933.33, -38010.19, 0.00, 0.00, 0.00, 1486241650072
7, -161674.66, -155187.98, -154346.55, -154405.08, -161854.05, -154641.75, -161932.13, -38003.04, 0.02, -0.02, 1.04, 1486241650076
8, -161674.59, -155176.73, -154345.94, -154397.23, -161853.64, -154627.50, -161932.03, -38008.38, 0.00, 0.00, 0.00, 1486241650079
9, -161674.08, -155160.91, -154346.84, -154401.98, -161853.14, -154627.63, -161931.39, -38009.86, 0.00, 0.00, 0.00, 1486241650083
10, -161670.86, -155132.13, -154344.56, -154400.09, -161851.08, -154670.13, -161928.02, -37998.66, 0.00, 0.00, 0.00, 1486241650089
11, -161670.56, -155107.63, -154341.19, -154394.31, -161850.30, -154646.28, -161927.91, -37989.31, 0.00, 0.00, 0.00, 1486241650092
12, -161672.69, -155098.77, -154338.41, -154389.91, -161851.55, -154611.84, -161930.25, -37995.13, 0.00, 0.00, 0.00, 1486241650095
13, -161671.91, -155086.59, -154337.14, -154396.25, -161850.73, -154616.48, -161929.38, -38000.22, 0.00, 0.00, 0.00, 1486241650100
14, -161670.19, -155058.97, -154340.22, -154408.17, -161850.41, -154675.92, -161927.52, -37990.25, 0.00, 0.00, 0.00, 1486241650103
15, -161669.36, -155031.05, -154340.53, -154403.45, -161849.41, -154657.14, -161926.77, -37978.50, 0.00, 0.00, 0.00, 1486241650108
16, -161669.48, -155016.19, -154341.05, -154398.56, -161848.63, -154616.88, -161926.94, -37979.23, 0.00, 0.00, 0.00, 1486241650112
17, -161668.28, -155005.97, -154339.77, -154394.05, -161847.33, -154611.64, -161925.89, -37984.96, 0.02, -0.02, 1.04, 1486241650117
18, -161667.39, -154980.75, -154339.94, -154405.31, -161848.27, -154678.47, -161924.88, -37977.60, 0.00, 0.00, 0.00, 1486241650120
19, -161665.27, -154951.61, -154338.77, -154392.75, -161845.42, -154651.83, -161922.83, -37965.06, 0.00, 0.00, 0.00, 1486241650123
20, -161664.22, -154938.42, -154335.03, -154382.67, -161842.92, -154598.41, -161921.73, -37968.15, 0.00, 0.00, 0.00, 1486241650126
21, -161666.34, -154929.38, -154332.67, -154387.56, -161845.33, -154612.23, -161923.92, -37974.72, 0.00, 0.00, 0.00, 1486241650132
22, -161667.56, -154905.39, -154338.98, -154403.39, -161848.22, -154675.59, -161925.13, -37966.83, 0.00, 0.00, 0.00, 1486241650136
23, -161663.66, -154874.56, -154332.91, -154391.30, -161843.48, -154643.31, -161921.19, -37953.51, 0.00, 0.00, 0.00, 1486241650140
24, -161660.44, -154856.19, -154329.48, -154377.89, -161839.66, -154612.53, -161918.11, -37953.62, 0.00, 0.00, 0.00, 1486241650144
25, -161659.19, -154847.56, -154326.55, -154380.83, -161838.67, -154612.67, -161916.83, -37962.11, 0.00, 0.00, 0.00, 1486241650146
26, -161659.23, -154826.64, -154332.47, -154396.56, -161839.20, -154642.11, -161916.88, -37959.68, 0.00, 0.00, 0.00, 1486241650151
27, -161658.86, -154796.23, -154327.39, -154393.02, -161838.97, -154661.64, -161916.41, -37947.34, 0.02, -0.02, 1.04, 1486241650155
28, -161659.03, -154777.36, -154323.84, -154383.47, -161838.19, -154611.80, -161916.86, -37944.79, 0.00, 0.00, 0.00, 1486241650160
29, -161657.52, -154768.59, -154327.70, -154378.16, -161836.77, -154599.95, -161915.41, -37952.68, 0.00, 0.00, 0.00, 1486241650165
30, -161658.00, -154751.84, -154332.52, -154383.47, -161837.91, -154626.66, -161916.02, -37951.38, 0.00, 0.00, 0.00, 1486241650169
31, -161655.39, -154720.84, -154331.53, -154395.09, -161837.00, -154668.56, -161914.11, -37938.31, 0.00, 0.00, 0.00, 1486241650171
32, -161652.03, -154696.70, -154325.00, -154376.09, -161833.75, -154623.53, -161911.98, -37931.33, 0.00, 0.00, 0.00, 1486241650175
33, -161650.25, -154687.83, -154318.97, -154368.56, -161831.70, -154585.91, -161910.72, -37938.22, 0.00, 0.00, 0.00, 1486241650179
34, -161649.64, -154674.42, -154321.05, -154382.20, -161832.97, -154615.89, -161911.52, -37940.68, 0.00, 0.00, 0.00, 1486241650183
35, -161643.27, -154645.05, -154324.02, -154389.39, -161829.84, -154641.97, -161908.41, -37928.09, 0.00, 0.00, 0.00, 1486241650188
36, -161639.58, -154619.50, -154321.11, -154379.63, -161829.22, -154621.67, -161908.36, -37920.74, 0.00, 0.00, 0.00, 1486241650192
37, -161638.89, -154607.69, -154323.20, -154381.91, -161829.95, -154594.20, -161910.06, -37926.13, 0.02, -0.02, 1.04, 1486241650197
38, -161639.61, -154528.91, -154326.00, -154381.19, -161831.91, -154617.88, -161911.50, -37928.67, 0.00, 0.00, 0.00, 1486241650199
39, -161644.22, -154117.34, -154324.39, -154393.13, -161831.08, -154691.81, -161907.88, -37911.51, 0.00, 0.00, 0.00, 1486241650203
40, -161646.72, -154088.03, -154322.27, -154395.20, -161830.16, -154703.55, -161906.44, -37878.70, 0.00, 0.00, 0.00, 1486241650207
41, -161645.11, -154280.42, -154316.66, -154372.81, -161826.52, -154645.92, -161904.28, -37860.81, 0.00, 0.00, 0.00, 1486241650211
42, -161643.03, -154474.78, -154315.41, -154379.94, -161824.75, -154655.45, -161902.19, -37846.89, 0.00, 0.00, 0.00, 1486241650215
43, -161639.34, -154652.30, -154318.09, -154385.23, -161821.86, -154695.86, -161898.33, -37818.99, 0.00, 0.00, 0.00, 1486241650221
44, -161635.67, -154825.55, -154312.97, -154379.73, -161818.02, -154682.47, -161894.84, -37787.86, 0.00, 0.00, 0.00, 1486241650224
45, -161635.72, -155020.55, -154307.50, -154369.02, -161817.95, -154646.95, -161895.28, -37768.77, 0.00, 0.00, 0.00, 1486241650227
46, -161635.11, -155483.20, -154306.61, -154368.08, -161816.83, -154623.22, -161894.63, -37757.84, 0.00, 0.00, 0.00, 1486241650231
47, -161634.98, -155903.88, -154306.09, -154368.19, -161815.53, -154628.33, -161893.14, -37746.20, 0.02, -0.02, 1.03, 1486241650235
48, -161631.61, -155898.72, -154300.05, -154360.83, -161811.88, -154624.13, -161889.67, -37733.77, 0.00, 0.00, 0.00, 1486241650239
49, -161629.92, -155879.73, -154298.25, -154357.59, -161809.59, -154593.64, -161887.98, -37734.44, 0.00, 0.00, 0.00, 1486241650243
50, -161632.61, -155869.44, -154303.45, -154362.50, -161811.81, -154574.98, -161890.64, -37740.79, 0.00, 0.00, 0.00, 1486241650248
51, -161630.73, -155849.61, -154305.08, -154365.39, -161810.78, -154613.77, -161888.77, -37738.19, 0.00, 0.00, 0.00, 1486241650252
52, -161628.70, -155819.02, -154306.58, -154362.70, -161809.06, -154623.28, -161886.80, -37726.35, 0.00, 0.00, 0.00, 1486241650255
53, -161626.63, -155800.23, -154296.81, -154348.72, -161805.66, -154566.98, -161884.84, -37724.49, 0.00, 0.00, 0.00, 1486241650259
54, -161628.34, -155791.52, -154297.13, -154352.67, -161807.52, -154576.05, -161886.45, -37731.49, 0.00, 0.00, 0.00, 1486241650262
55, -161627.45, -155773.91, -154298.80, -154363.47, -161807.31, -154607.44, -161885.50, -37732.56, 0.00, 0.00, 0.00, 1486241650267
56, -161623.92, -155741.00, -154302.83, -154364.05, -161804.52, -154633.25, -161881.97, -37718.39, 0.00, 0.00, 0.00, 1486241650271
57, -161621.38, -155718.05, -154292.03, -154341.06, -161800.97, -154581.23, -161879.58, -37712.78, 0.02, -0.02, 1.04, 1486241650276
58, -161624.92, -155707.23, -154294.27, -154351.98, -161804.58, -154585.16, -161883.31, -37719.82, 0.00, 0.00, 0.00, 1486241650280
59, -161625.53, -155692.20, -154296.25, -154355.02, -161805.08, -154585.89, -161884.00, -37721.12, 0.00, 0.00, 0.00, 1486241650283
60, -161624.63, -155663.75, -154299.47, -154357.39, -161805.33, -154634.92, -161882.91, -37710.79, 0.00, 0.00, 0.00, 1486241650288
61, -161622.70, -155638.30, -154298.09, -154346.81, -161802.78, -154602.23, -161881.00, -37702.43, 0.00, 0.00, 0.00, 1486241650291
62, -161623.77, -155627.14, -154295.20, -154343.28, -161802.84, -154559.27, -161882.14, -37708.60, 0.00, 0.00, 0.00, 1486241650295
63, -161623.16, -155614.89, -154294.56, -154349.16, -161802.69, -154573.84, -161881.59, -37713.70, 0.00, 0.00, 0.00, 1486241650299
64, -161619.47, -155586.31, -154296.64, -154356.34, -161800.56, -154632.30, -161877.88, -37701.69, 0.00, 0.00, 0.00, 1486241650303
65, -161619.73, -155557.05, -154295.78, -154351.02, -161800.25, -154612.02, -161878.13, -37689.78, 0.00, 0.00, 0.00, 1486241650308
66, -161620.70, -155543.95, -154292.83, -154340.42, -161799.91, -154555.63, -161879.28, -37694.11, 0.00, 0.00, 0.00, 1486241650311
67, -161621.25, -155534.55, -154290.98, -154346.53, -161800.89, -154576.17, -161879.89, -37701.40, 0.02, -0.01, 1.04, 1486241650315
68, -161619.58, -155510.27, -154292.50, -154354.61, -161800.09, -154610.91, -161878.09, -37694.79, 0.00, 0.00, 0.00, 1486241650320
69, -161618.06, -155480.63, -154293.58, -154355.28, -161798.78, -154618.91, -161876.63, -37682.07, 0.00, 0.00, 0.00, 1486241650323
70, -161617.56, -155464.30, -154291.94, -154344.06, -161797.05, -154560.05, -161876.33, -37683.52, 0.00, 0.00, 0.00, 1486241650327
71, -161617.53, -155454.80, -154289.44, -154340.42, -161796.83, -154558.02, -161876.16, -37691.97, 0.00, 0.00, 0.00, 1486241650332
72, -161615.75, -155431.44, -154287.06, -154347.33, -161796.61, -154616.00, -161874.20, -37684.95, 0.00, 0.00, 0.00, 1486241650336
73, -161613.97, -155400.88, -154285.50, -154350.56, -161794.91, -154615.55, -161872.53, -37671.07, 0.00, 0.00, 0.00, 1486241650339
74, -161612.36, -155382.75, -154284.44, -154344.58, -161791.95, -154558.63, -161871.03, -37670.82, 0.00, 0.00, 0.00, 1486241650344
75, -161613.66, -155373.00, -154287.50, -154345.78, -161793.25, -154558.89, -161872.31, -37677.02, 0.00, 0.00, 0.00, 1486241650347
76, -161611.36, -155355.92, -154283.63, -154340.52, -161791.63, -154580.45, -161869.92, -37677.02, 0.00, 0.00, 0.00, 1486241650351
77, -161610.89, -155327.08, -154280.59, -154340.27, -161791.73, -154607.66, -161869.52, -37664.88, 0.02, -0.02, 1.04, 1486241650355
78, -161606.95, -155306.27, -154279.14, -154338.48, -161786.88, -154573.27, -161865.77, -37660.61, 0.00, 0.00, 0.00, 1486241650361
79, -161608.27, -155295.98, -154279.36, -154338.91, -161788.31, -154563.11, -161867.02, -37666.42, 0.00, 0.00, 0.00, 1486241650364
80, -161608.50, -155277.39, -154284.00, -154344.48, -161789.05, -154587.77, -161867.28, -37663.67, 0.00, 0.00, 0.00, 1486241650367
81, -161605.81, -155247.23, -154278.86, -154338.92, -161786.38, -154598.00, -161864.58, -37651.78, 0.00, 0.00, 0.00, 1486241650371
82, -161602.86, -155224.52, -154272.92, -154329.89, -161782.84, -154565.45, -161861.73, -37646.44, 0.00, 0.00, 0.00, 1486241650375
83, -161605.44, -155214.58, -154273.77, -154331.17, -161784.88, -154545.39, -161864.31, -37653.08, 0.00, 0.00, 0.00, 1486241650379
84, -161604.83, -155203.38, -154275.44, -154331.58, -161785.08, -154570.48, -161863.59, -37657.75, 0.00, 0.00, 0.00, 1486241650383
85, -161604.45, -155174.83, -154276.23, -154339.73, -161785.25, -154610.63, -161863.23, -37646.24, 0.00, 0.00, 0.00, 1486241650388
86, -161603.47, -155147.86, -154274.58, -154335.08, -161783.58, -154584.64, -161862.23, -37636.58, 0.00, 0.00, 0.00, 1486241650392
87, -161604.16, -155135.30, -154275.89, -154330.36, -161783.70, -154549.80, -161863.08, -37640.11, 0.01, -0.02, 1.04, 1486241650395
88, -161602.03, -155122.23, -154279.64, -154329.89, -161781.94, -154557.30, -161861.19, -37642.55, 0.00, 0.00, 0.00, 1486241650399
89, -161599.11, -155095.55, -154273.13, -154331.13, -161779.89, -154599.34, -161858.05, -37634.30, 0.00, 0.00, 0.00, 1486241650403
90, -161597.09, -155067.84, -154268.42, -154328.16, -161777.77, -154579.88, -161856.13, -37624.09, 0.00, 0.00, 0.00, 1486241650408
91, -161597.92, -155053.80, -154271.20, -154327.14, -161778.08, -154555.00, -161856.95, -37627.28, 0.00, 0.00, 0.00, 1486241650412
92, -161597.67, -155045.02, -154270.02, -154324.50, -161777.27, -154532.00, -161856.80, -37634.95, 0.00, 0.00, 0.00, 1486241650416
93, -161597.41, -155021.44, -154270.03, -154327.97, -161778.41, -154603.64, -161856.33, -37627.77, 0.00, 0.00, 0.00, 1486241650421
94, -161596.77, -154991.94, -154266.22, -154324.17, -161777.25, -154584.59, -161855.75, -37615.46, 0.00, 0.00, 0.00, 1486241650423
95, -161595.53, -154976.11, -154264.56, -154320.08, -161775.03, -154533.23, -161854.75, -37616.80, 0.00, 0.00, 0.00, 1486241650427
96, -161595.33, -154964.44, -154267.33, -154326.30, -161775.34, -154551.09, -161854.55, -37621.61, 0.00, 0.00, 0.00, 1486241650431
97, -161595.19, -154941.45, -154269.03, -154328.59, -161776.31, -154592.91, -161854.42, -37615.73, 0.02, -0.02, 1.04, 1486241650435
98, -161593.25, -154911.73, -154266.02, -154322.47, -161774.25, -154590.52, -161852.47, -37603.75, 0.00, 0.00, 0.00, 1486241650439
99, -161590.98, -154892.83, -154265.61, -154319.67, -161771.02, -154540.97, -161850.34, -37603.14, 0.00, 0.00, 0.00, 1486241650443
100, -161591.34, -154885.58, -154263.16, -154310.77, -161771.03, -154526.70, -161850.63, -37612.55, 0.00, 0.00, 0.00, 1486241650448
101, -161591.69, -154867.98, -154263.38, -154320.64, -161772.63, -154578.16, -161850.92, -37609.76, 0.00, 0.00, 0.00, 1486241650451
102, -161590.50, -154837.45, -154264.69, -154324.34, -161771.73, -154595.33, -161849.80, -37595.99, 0.00, 0.00, 0.00, 1486241650456
103, -161588.11, -154816.31, -154261.55, -154313.44, -161768.28, -154546.02, -161847.50, -37591.97, 0.00, 0.00, 0.00, 1486241650460
104, -161588.53, -154805.97, -154259.08, -154311.77, -161768.53, -154534.92, -161847.92, -37598.00, 0.00, 0.00, 0.00, 1486241650463
105, -161588.69, -154789.78, -154258.75, -154319.05, -161769.50, -154568.16, -161847.97, -37597.42, 0.00, 0.00, 0.00, 1486241650467
106, -161587.02, -154760.50, -154256.58, -154320.59, -161768.05, -154588.39, -161846.25, -37584.43, 0.00, 0.00, 0.00, 1486241650471
107, -161586.16, -154736.97, -154254.33, -154314.06, -161766.41, -154559.56, -161845.53, -37578.02, 0.02, -0.02, 1.04, 1486241650476
108, -161586.55, -154726.45, -154255.69, -154313.58, -161766.19, -154524.56, -161845.91, -37585.30, 0.00, 0.00, 0.00, 1486241650479
109, -161585.36, -154712.52, -154258.13, -154321.16, -161765.58, -154548.77, -161844.66, -37589.13, 0.00, 0.00, 0.00, 1486241650484
110, -161584.88, -154683.81, -154257.45, -154319.05, -161766.56, -154595.45, -161844.45, -37577.44, 0.00, 0.00, 0.00, 1486241650487
111, -161584.53, -154657.39, -154256.25, -154315.52, -161766.44, -154575.36, -161844.94, -37567.36, 0.00, 0.00, 0.00, 1486241650491
112, -161582.70, -154644.61, -154258.53, -154305.83, -161763.72, -154522.91, -161843.59, -37570.46, 0.00, 0.00, 0.00, 1486241650495
113, -161581.34, -154633.92, -154256.58, -154305.94, -161763.02, -154534.61, -161842.56, -37574.38, 0.00, 0.00, 0.00, 1486241650500
114, -161578.45, -154607.38, -154257.86, -154320.38, -161763.69, -154595.14, -161841.73, -37564.03, 0.00, 0.00, 0.00, 1486241650504
115, -161573.45, -154578.78, -154259.53, -154314.53, -161760.59, -154562.42, -161839.67, -37552.88, 0.00, 0.00, 0.00, 1486241650506
116, -161571.77, -154567.98, -154250.36, -154297.27, -161759.56, -154525.92, -161839.44, -37558.02, 0.00, 0.00, 0.00, 1486241650510
117, -161569.72, -154558.64, -154250.92, -154311.13, -161758.55, -154522.55, -161838.84, -37564.18, 0.00, 0.00, 0.00, 1486241650515
118, -161564.91, -154530.14, -154251.42, -154314.30, -161758.03, -154566.13, -161838.05, -37555.71, 0.02, -0.02, 1.04, 1486241650520
119, -161563.70, -154258.23, -154249.81, -154308.38, -161755.48, -154586.09, -161834.48, -37540.02, 0.00, 0.00, 0.00, 1486241650523
120, -161571.34, -153970.34, -154250.05, -154309.00, -161755.05, -154574.64, -161833.91, -37523.82, 0.00, 0.00, 0.00, 1486241650527
121, -161572.19, -154126.52, -154249.14, -154308.89, -161755.13, -154586.63, -161833.16, -37510.61, 0.00, 0.00, 0.00, 1486241650531
122, -161571.28, -154307.81, -154251.59, -154320.39, -161755.19, -154641.91, -161831.98, -37486.13, 0.00, 0.00, 0.00, 1486241650535
123, -161568.17, -154478.41, -154252.42, -154321.48, -161751.91, -154632.84, -161828.95, -37452.78, 0.00, 0.00, 0.00, 1486241650538
124, -161564.55, -154664.09, -154244.27, -154303.14, -161746.73, -154562.36, -161825.58, -37432.55, 0.00, 0.00, 0.00, 1486241650543
125, -161563.83, -154860.50, -154238.67, -154298.42, -161746.41, -154567.36, -161825.11, -37420.15, 0.00, 0.00, 0.00, 1486241650547
126, -161561.52, -155127.22, -154236.78, -154303.27, -161745.39, -154601.02, -161823.11, -37398.80, 0.00, 0.00, 0.00, 1486241650552
127, -161557.53, -155687.81, -154231.88, -154293.61, -161739.92, -154577.33, -161817.81, -37376.77, 0.00, 0.00, 0.00, 1486241650556
128, -161557.44, -155838.41, -154228.59, -154282.59, -161738.02, -154526.05, -161817.33, -37372.16, 0.01, -0.02, 1.03, 1486241650561
129, -161558.78, -155827.33, -154228.69, -154283.22, -161739.09, -154514.77, -161818.63, -37380.96, 0.00, 0.00, 0.00, 1486241650563
130, -161558.63, -155809.78, -154232.59, -154294.05, -161739.25, -154526.80, -161818.56, -37382.04, 0.00, 0.00, 0.00, 1486241650566
131, -161556.55, -155779.11, -154230.19, -154295.56, -161737.94, -154557.88, -161816.45, -37372.70, 0.00, 0.00, 0.00, 1486241650571
132, -161554.52, -155755.36, -154230.63, -154291.42, -161735.45, -154528.95, -161814.48, -37366.84, 0.00, 0.00, 0.00, 1486241650576
133, -161556.41, -155745.08, -154230.56, -154283.67, -161737.13, -154515.86, -161816.41, -37373.30, 0.00, 0.00, 0.00, 1486241650579
134, -161557.52, -155731.80, -154227.52, -154283.38, -161738.09, -154514.25, -161817.66, -37376.74, 0.00, 0.00, 0.00, 1486241650583
135, -161553.39, -155703.23, -154231.45, -154291.53, -161734.80, -154551.78, -161813.42, -37366.41, 0.00, 0.00, 0.00, 1486241650587
136, -161551.81, -155675.31, -154228.17, -154279.78, -161732.80, -154534.30, -161811.97, -37358.01, 0.00, 0.00, 0.00, 1486241650591
137, -161551.91, -155663.16, -154225.41, -154275.58, -161732.09, -154496.69, -161812.00, -37363.09, 0.00, 0.00, 0.00, 1486241650594
138, -161551.61, -155651.59, -154229.78, -154280.97, -161732.45, -154518.86, -161811.67, -37367.13, 0.02, -0.01, 1.04, 1486241650598
139, -161550.41, -155624.27, -154226.86, -154286.27, -161732.08, -154550.13, -161810.44, -37358.30, 0.00, 0.00, 0.00, 1486241650603
140, -161551.08, -155596.20, -154228.02, -154281.64, -161732.80, -154552.58, -161811.17, -37348.24, 0.00, 0.00, 0.00, 1486241650608
141, -161551.27, -155582.70, -154222.67, -154273.83, -161731.56, -154494.00, -161811.63, -37352.56, 0.00, 0.00, 0.00, 1486241650611
142, -161550.89, -155572.47, -154224.86, -154280.66, -161731.55, -154503.95, -161811.25, -37359.31, 0.00, 0.00, 0.00, 1486241650615
143, -161547.16, -155547.81, -154225.38, -154279.72, -161728.41, -154530.09, -161807.48, -37351.66, 0.00, 0.00, 0.00, 1486241650618
144, -161545.27, -155515.66, -154227.14, -154291.58, -161727.09, -154560.39, -161805.56, -37336.44, 0.00, 0.00, 0.00, 1486241650622
145, -161547.66, -155497.53, -154227.41, -154285.30, -161728.23, -154505.25, -161808.23, -37334.43, 0.00, 0.00, 0.00, 1486241650627
146, -161548.23, -155488.83, -154222.77, -154276.52, -161728.86, -154498.38, -161808.86, -37341.80, 0.00, 0.00, 0.00, 1486241650632
147, -161544.81, -155469.05, -154221.36, -154276.88, -161725.86, -154516.73, -161805.44, -37338.77, 0.00, 0.00, 0.00, 1486241650635
148, -161541.84, -155440.69, -154219.30, -154271.31, -161723.22, -154532.00, -161802.47, -37328.20, 0.02, -0.01, 1.04, 1486241650639
149, -161541.91, -155422.16, -154218.06, -154267.64, -161722.67, -154502.36, -161802.66, -37325.60, 0.00, 0.00, 0.00, 1486241650644
